Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Country_Grouped,Academic_Harm_Binary,Mental_Health_Harm_Component,Sleep_Harm_Component,Conflict_Harm_Component,Addiction_Harm_Component,Harm_Index,Harm_Index_100,Cluster_ID,Persona
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,Russia,0,3,-0.09999999999999964,2,5,-0.8904567279685728,33.88649506789464,1,The Quiet Addict
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,USA,1,6,2.8,4,9,1.5836075574262432,90.69369713256155,0,The Doomscroller
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,UK,1,4,1.2000000000000002,3,7,0.20021035500279438,58.92939542153196,2,The Social Warrior
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Other,0,3,0.2999999999999998,2,5,-0.8105827459762089,35.72048841298903,1,The Quiet Addict
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,Other,0,2,-0.1999999999999993,1,4,-1.5751399336840342,18.16542530953338,3,The Balanced User
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,Japan,0,2,-0.8000000000000007,1,3,-1.8613128379513946,11.594584731898895,3,The Balanced User
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,Italy,1,5,0.9000000000000004,3,7,0.37312950146633,62.89980676128266,2,The Social Warrior
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,Other,1,4,0.5,3,6,-0.1059310447626567,51.90005650762388,2,The Social Warrior
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,Russia,0,3,-0.1999999999999993,2,5,-0.9104252234666638,33.42799673162104,1,The Quiet Addict
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,USA,1,6,2.9000000000000004,4,9,1.6035760529243341,91.15219546883515,0,The Doomscroller
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,UK,1,4,1.0999999999999996,3,7,0.1802418595047033,58.470897085258365,2,The Social Warrior
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,Other,0,3,0.20000000000000018,2,5,-0.8305512414742999,35.26199007671543,1,The Quiet Addict
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,Other,0,2,-0.3000000000000007,1,4,-1.5951084291821254,17.70692697325978,3,The Balanced User
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,Japan,0,2,-0.9000000000000004,1,3,-1.8812813334494853,11.136086395625302,3,The Balanced User
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,Italy,1,5,0.7999999999999998,3,8,0.5195229372470531,66.26115898500197,2,The Social Warrior
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,Other,1,4,0.40000000000000036,3,6,-0.12589954026074762,51.44155817135029,2,The Social Warrior
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,Russia,0,3,-0.3000000000000007,2,5,-0.930393718964755,32.96949839534745,1,The Quiet Addict
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,USA,1,6,3.0,4,9,1.6235445484224251,91.61069380510874,0,The Doomscroller
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,UK,1,4,1.0,3,7,0.1602733640066124,58.01239874898477,2,The Social Warrior
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,Other,0,3,0.09999999999999964,2,5,-0.850519736972391,34.803491740441835,1,The Quiet Addict
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,Other,0,2,-0.40000000000000036,1,4,-1.6150769246802161,17.248428636986187,3,The Balanced User
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,Spain,1,4,1.2000000000000002,3,7,0.20021035500279438,58.92939542153196,2,The Social Warrior
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,Denmark,0,2,0.20000000000000018,2,4,-1.2297378057109225,26.096233168151038,3,The Balanced User
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,Ireland,1,3,1.0,3,6,-0.23891320023001034,48.84664184042037,2,The Social Warrior
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,India,1,5,1.5,4,8,0.9248305517144376,75.5674618524404,0,The Doomscroller
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,Switzerland,0,2,0.09999999999999964,2,4,-1.2497063012090137,25.63773483187744,3,The Balanced User
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,Turkey,1,4,1.2999999999999998,3,7,0.22017885050088531,59.38789375780556,2,The Social Warrior
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,USA,1,5,2.5,4,9,1.2908774379741617,83.97229577516929,0,The Doomscroller
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,Mexico,1,4,1.4000000000000004,3,7,0.2401473459989764,59.84639209407915,2,The Social Warrior
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,France,0,3,0.5,2,5,-0.770645754980027,36.63748508553621,1,The Quiet Addict
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,Canada,1,4,1.0999999999999996,3,7,0.1802418595047033,58.470897085258365,2,The Social Warrior
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,Spain,1,4,1.2999999999999998,3,7,0.22017885050088531,59.38789375780556,2,The Social Warrior
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,Denmark,0,2,0.09999999999999964,2,4,-1.2497063012090137,25.63773483187744,3,The Balanced User
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,Ireland,1,3,0.9000000000000004,3,6,-0.2588816957281012,48.38814350414678,1,The Quiet Addict
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,India,1,5,1.5999999999999996,4,8,0.9447990472125285,76.02596018871401,0,The Doomscroller
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,Switzerland,0,2,0.0,2,4,-1.2696747967071047,25.179236495603842,3,The Balanced User
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,Turkey,1,4,1.2000000000000002,3,7,0.20021035500279438,58.92939542153196,2,The Social Warrior
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,USA,1,5,2.5999999999999996,4,9,1.3108459334722526,84.43079411144288,0,The Doomscroller
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,Mexico,1,4,1.5,3,7,0.2601158414970673,60.30489043035274,2,The Social Warrior
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,France,0,3,0.40000000000000036,2,5,-0.7906142504781178,36.17898674926262,1,The Quiet Addict
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,Canada,1,4,1.0,3,7,0.1602733640066124,58.01239874898477,2,The Social Warrior
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,Spain,1,4,1.0999999999999996,3,7,0.1802418595047033,58.470897085258365,2,The Social Warrior
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,Denmark,0,2,0.0,2,4,-1.2696747967071047,25.179236495603842,3,The Balanced User
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,Ireland,1,3,0.7999999999999998,3,6,-0.2788501912261923,47.929645167873176,1,The Quiet Addict
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,India,1,5,1.7000000000000002,4,8,0.9647675427106196,76.4844585249876,0,The Doomscroller
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,Switzerland,0,2,-0.09999999999999964,2,4,-1.2896432922051955,24.720738159330253,3,The Balanced User
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,Turkey,1,4,1.0999999999999996,3,7,0.1802418595047033,58.470897085258365,2,The Social Warrior
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,USA,1,5,2.7,4,9,1.3308144289703436,84.88929244771647,0,The Doomscroller
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,Mexico,1,4,1.5999999999999996,3,7,0.2800843369951582,60.76338876662635,2,The Social Warrior
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,France,0,3,0.2999999999999998,2,5,-0.8105827459762089,35.72048841298903,1,The Quiet Addict
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Canada,1,4,0.9000000000000004,3,7,0.14030486850852147,57.553900412711165,2,The Social Warrior
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,Spain,1,4,1.0,3,7,0.1602733640066124,58.01239874898477,2,The Social Warrior
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,Denmark,0,2,-0.09999999999999964,2,4,-1.2896432922051955,24.720738159330253,3,The Balanced User
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,Ireland,1,3,0.7000000000000002,3,6,-0.29881868672428324,47.47114683159958,1,The Quiet Addict
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,India,1,5,1.7999999999999998,4,8,0.9847360382087105,76.94295686126121,0,The Doomscroller
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,Switzerland,0,2,-0.1999999999999993,2,4,-1.3096117877032865,24.262239823056657,3,The Balanced User
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,7,Turkey,1,4,1.0,3,7,0.1602733640066124,58.01239874898477,2,The Social Warrior
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,USA,1,5,2.8,4,9,1.3507829244684346,85.34779078399006,0,The Doomscroller
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,Mexico,1,4,1.7000000000000002,3,7,0.3000528324932493,61.22188710289994,2,The Social Warrior
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,France,0,3,0.20000000000000018,2,5,-0.8305512414742999,35.26199007671543,1,The Quiet Addict
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7,Canada,1,4,0.7999999999999998,3,7,0.12033637301043039,57.09540207643757,2,The Social Warrior
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,Spain,1,4,0.9000000000000004,3,7,0.14030486850852147,57.553900412711165,2,The Social Warrior
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,Denmark,0,2,-0.1999999999999993,2,4,-1.3096117877032865,24.262239823056657,3,The Balanced User
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6,Ireland,1,3,0.5999999999999996,3,6,-0.31878718222237434,47.01264849532598,1,The Quiet Addict
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,India,1,5,1.9000000000000004,4,8,1.0047045337068017,77.4014551975348,0,The Doomscroller
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,Switzerland,0,2,-0.3000000000000007,2,4,-1.3295802832013777,23.803741486783053,3,The Balanced User
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,Turkey,1,4,0.9000000000000004,3,7,0.14030486850852147,57.553900412711165,2,The Social Warrior
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,USA,1,5,2.9000000000000004,4,9,1.3707514199665256,85.80628912026366,0,The Doomscroller
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,7,Mexico,1,4,1.7999999999999998,3,7,0.32002132799134025,61.680385439173534,2,The Social Warrior
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,France,0,3,0.09999999999999964,2,5,-0.850519736972391,34.803491740441835,1,The Quiet Addict
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,Canada,1,4,0.7000000000000002,3,7,0.10036787751233947,56.63690374016398,2,The Social Warrior
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7,Spain,1,4,0.7999999999999998,3,7,0.12033637301043039,57.09540207643757,2,The Social Warrior
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,Denmark,0,2,-0.3000000000000007,2,4,-1.3295802832013777,23.803741486783053,3,The Balanced User
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,Ireland,1,3,0.5,3,6,-0.3387556777204652,46.55415015905239,1,The Quiet Addict
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,India,1,5,2.0,4,8,1.0246730292048924,77.8599535338084,0,The Doomscroller
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,Switzerland,0,2,-0.40000000000000036,2,4,-1.3495487786994687,23.34524315050946,3,The Balanced User
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,7,Turkey,1,4,0.7999999999999998,3,7,0.12033637301043039,57.09540207643757,2,The Social Warrior
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,USA,1,5,3.0,4,9,1.3907199154646166,86.26478745653726,0,The Doomscroller
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,Mexico,1,4,1.9000000000000004,3,7,0.33998982348943135,62.13888377544713,2,The Social Warrior
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,France,0,3,0.0,2,5,-0.8704882324704819,34.34499340416824,1,The Quiet Addict
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7,Canada,1,4,0.5999999999999996,3,7,0.08039938201424839,56.17840540389039,2,The Social Warrior
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,Spain,1,4,0.7000000000000002,3,7,0.10036787751233947,56.63690374016398,2,The Social Warrior
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,Denmark,0,2,-0.40000000000000036,2,4,-1.3495487786994687,23.34524315050946,3,The Balanced User
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6,Ireland,1,3,0.40000000000000036,3,6,-0.3587241732185561,46.0956518227788,1,The Quiet Addict
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,India,1,5,2.0999999999999996,4,8,1.0446415247029834,78.318451870082,0,The Doomscroller
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,Switzerland,0,2,-0.5,2,4,-1.3695172741975596,22.88674481423586,3,The Balanced User
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,Turkey,1,4,0.7000000000000002,3,7,0.10036787751233947,56.63690374016398,2,The Social Warrior
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,USA,1,5,3.0999999999999996,4,9,1.4106884109627076,86.72328579281086,0,The Doomscroller
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7,Mexico,1,4,2.0,3,7,0.35995831898752223,62.59738211172072,2,The Social Warrior
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,France,0,3,-0.09999999999999964,2,5,-0.8904567279685728,33.88649506789464,1,The Quiet Addict
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,Canada,1,4,0.5,3,7,0.060430886516157474,55.719907067616795,2,The Social Warrior
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7,Spain,1,4,0.5999999999999996,3,7,0.08039938201424839,56.17840540389039,2,The Social Warrior
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,Denmark,0,2,-0.5,2,4,-1.3695172741975596,22.88674481423586,3,The Balanced User
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,Ireland,1,3,0.2999999999999998,3,6,-0.3786926687166472,45.6371534865052,1,The Quiet Addict
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,India,1,5,2.2,4,8,1.0646100202010746,78.7769502063556,0,The Doomscroller
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,Switzerland,0,2,-0.5999999999999996,2,4,-1.3894857696956504,22.428246477962272,3,The Balanced User
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7,Turkey,1,4,0.5999999999999996,3,7,0.08039938201424839,56.17840540389039,2,The Social Warrior
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,USA,1,5,3.2,4,9,1.4306569064607986,87.18178412908445,0,The Doomscroller
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7,Mexico,1,4,2.0999999999999996,3,7,0.37992681448561316,63.055880447994326,2,The Social Warrior
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,France,0,3,-0.1999999999999993,2,5,-0.9104252234666638,33.42799673162104,1,The Quiet Addict
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7,Canada,1,4,0.40000000000000036,3,7,0.040462391018066556,55.26140873134319,2,The Social Warrior
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Spain,1,4,0.5,3,7,0.060430886516157474,55.719907067616795,2,The Social Warrior
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,Denmark,0,2,-0.5999999999999996,2,4,-1.3894857696956504,22.428246477962272,3,The Balanced User
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6,Ireland,1,3,0.20000000000000018,3,6,-0.39866116421473813,45.178655150231606,1,The Quiet Addict
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,India,1,5,2.3,4,8,1.0845785156991654,79.23544854262919,0,The Doomscroller
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Switzerland,0,2,-0.6999999999999993,2,4,-1.4094542651937414,21.969748141688676,3,The Balanced User
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,Turkey,1,4,0.5,3,7,0.060430886516157474,55.719907067616795,2,The Social Warrior
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,USA,1,5,3.3,4,9,1.4506254019588896,87.64028246535804,0,The Doomscroller
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,Mexico,1,4,2.2,3,7,0.39989530998370426,63.51437878426792,2,The Social Warrior
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,France,0,3,-0.3000000000000007,2,5,-0.930393718964755,32.96949839534745,1,The Quiet Addict
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,Canada,1,4,0.2999999999999998,3,7,0.020493895519975453,54.802910395069595,2,The Social Warrior
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7,Spain,1,4,0.40000000000000036,3,7,0.040462391018066556,55.26140873134319,2,The Social Warrior
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,Denmark,0,2,-0.6999999999999993,2,4,-1.4094542651937414,21.969748141688676,3,The Balanced User
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,Ireland,1,3,0.09999999999999964,3,6,-0.4186296597128292,44.720156813958006,1,The Quiet Addict
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,India,1,5,2.4000000000000004,4,8,1.1045470111972566,79.69394687890278,0,The Doomscroller
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,Switzerland,0,2,-0.8000000000000007,2,4,-1.4294227606918326,21.511249805415076,3,The Balanced User
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7,Turkey,1,4,0.40000000000000036,3,7,0.040462391018066556,55.26140873134319,2,The Social Warrior
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,USA,1,5,3.4000000000000004,4,9,1.4705938974569805,88.09878080163163,0,The Doomscroller
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,Mexico,1,4,2.3,3,7,0.4198638054817952,63.97287712054152,2,The Social Warrior
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,France,0,3,-0.40000000000000036,2,5,-0.9503622144628459,32.51100005907385,1,The Quiet Addict
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7,Canada,1,4,0.20000000000000018,3,7,0.0005254000218845607,54.344412058795996,2,The Social Warrior
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,Spain,1,4,0.2999999999999998,3,7,0.020493895519975453,54.802910395069595,2,The Social Warrior
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,Denmark,0,2,-0.8000000000000007,2,4,-1.4294227606918326,21.511249805415076,3,The Balanced User
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,6,Ireland,1,3,0.0,3,6,-0.4385981552109201,44.26165847768441,1,The Quiet Addict
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,India,1,5,2.5,4,8,1.1245155066953476,80.15244521517637,0,The Doomscroller
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,Switzerland,0,2,-0.9000000000000004,2,4,-1.4493912561899236,21.05275146914148,3,The Balanced User
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,Turkey,1,4,0.2999999999999998,3,7,0.020493895519975453,54.802910395069595,2,The Social Warrior
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,USA,1,5,3.5,4,9,1.4905623929550715,88.55727913790524,0,The Doomscroller
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7,Mexico,1,4,2.4000000000000004,3,7,0.4398323009798863,64.4313754568151,0,The Doomscroller
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,France,0,3,-0.5,2,5,-0.9703307099609368,32.05250172280026,1,The Quiet Addict
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,Canada,1,4,0.09999999999999964,3,7,-0.019443095476206537,53.8859137225224,2,The Social Warrior
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7,Spain,1,4,0.20000000000000018,3,7,0.0005254000218845607,54.344412058795996,2,The Social Warrior
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,Denmark,0,2,-0.9000000000000004,2,4,-1.4493912561899236,21.05275146914148,3,The Balanced User
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,Ireland,1,3,-0.09999999999999964,3,6,-0.45856665070901104,43.80316014141082,1,The Quiet Addict
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,India,1,5,2.5999999999999996,4,8,1.1444840021934384,80.61094355144996,0,The Doomscroller
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,Switzerland,0,2,-1.0,2,4,-1.4693597516880144,20.594253132867888,3,The Balanced User
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7,Turkey,1,4,0.20000000000000018,3,7,0.0005254000218845607,54.344412058795996,2,The Social Warrior
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,USA,1,5,3.5999999999999996,4,9,1.5105308884531625,89.01577747417883,0,The Doomscroller
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,Mexico,1,4,2.5,3,7,0.45980079647797717,64.8898737930887,0,The Doomscroller
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,France,0,3,-0.5999999999999996,2,5,-0.9902992054590277,31.59400338652666,1,The Quiet Addict
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,7,Canada,1,4,0.0,3,7,-0.03941159097429747,53.42741538624881,2,The Social Warrior
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,Spain,1,4,0.09999999999999964,3,7,-0.019443095476206537,53.8859137225224,2,The Social Warrior
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,Denmark,0,2,-1.0,2,4,-1.4693597516880144,20.594253132867888,3,The Balanced User
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6,Ireland,1,3,-0.1999999999999993,3,6,-0.47853514620710197,43.34466180513722,1,The Quiet Addict
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,India,1,5,2.7,4,8,1.1644524976915296,81.06944188772357,0,The Doomscroller
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,Switzerland,0,2,-1.0999999999999996,2,4,-1.4893282471861053,20.13575479659429,3,The Balanced User
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,Turkey,1,4,0.09999999999999964,3,7,-0.019443095476206537,53.8859137225224,2,The Social Warrior
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,9,USA,1,5,3.7,4,9,1.5304993839512535,89.47427581045243,0,The Doomscroller
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,Mexico,1,4,2.5999999999999996,3,7,0.4797692919760681,65.3483721293623,0,The Doomscroller
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,France,0,3,-0.6999999999999993,2,5,-1.0102677009571186,31.13550505025307,1,The Quiet Addict
